countries	var_analyzed	2021/5	2021/6	2021/7	2021/8	2021/9	2021/10	2021/11	2021/12	2022/1	2022/2	2022/3	2022/4	2022/5	2022/6	2022/7	2022/8	2022/9	2022/10	2022/11
Montserrat	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montserrat	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montserrat	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Morocco	deaths_million	244,194	248,171	261,226	337,685	380,88	391,585	394,469	396,418	411,127	426,825	428,747	428,987	429,174	430,055	433,472	434,434	434,567	434,647	434,727
Morocco	cases_million	13861,294	14185,524	16646,068	22984,371	24909,808	25258,839	25359,539	25711,266	30239,648	30994,067	31055,442	31100,266	31189,699	32487,313	33663,805	33756,095	33769,71	33787,223	33873,24
Morocco	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Morocco	rep_rate	0,932	1,141	1,565	1,051	0,669	0,668	0,794	1,512	1,424	0,437	0,617	0,884	1,359	1,646	0,733	0,470	0,705	1,189	1,385
Morocco	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Morocco	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mozambique	deaths_million	25,357	26,631	43,495	56,537	58,145	58,539	58,873	60,844	65,909	66,486	66,728	66,759	66,819	67,092	67,183	67,335	67,396	67,456	67,517
Mozambique	cases_million	2147,286	2317,413	3701,237	4437,917	4571,586	4588,844	4596,609	5734,994	6788,907	6825,911	6832,25	6836,132	6847,355	6913,021	6963,401	6978,446	6985,604	6990,548	6995,067
Mozambique	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mozambique	rep_rate	0,945	1,611	1,343	0,748	0,588	0,654	1,144	2,206	0,692	0,404	0,619	1,037	1,402	1,362	0,862	0,779	0,540	0,021	0,201
Mozambique	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mozambique	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Myanmar	deaths_million	59,377	61,536	172,28	284,038	327,339	345,095	352,607	355,634	356,409	357,48	358,624	358,698	358,698	358,698	358,698	358,772	359,159	359,584	359,694
Myanmar	cases_million	2650,993	2902,898	5522,126	7369,64	8565,557	9229,962	9642,094	9797,725	9884,437	10850,839	11288,202	11312,122	11320,483	11325,282	11334,437	11355,275	11495,199	11659,727	11687,948
Myanmar	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Myanmar	rep_rate	1,335	1,733	1,394	0,901	0,876	0,873	0,868	0,800	1,048	1,598	0,582	0,490	0,826	0,980	1,148	0,966	1,228	0,712	0,610
Myanmar	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Myanmar	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Namibia	deaths_million	323,332	592,515	1185,809	1314,752	1367,732	1384,483	1391,884	1415,258	1545,369	1560,952	1565,626	1567,964	1573,028	1583,156	1586,273	1588,22	1589,389	1589,389	1589,389
Namibia	cases_million	21639,455	35027,721	46326,797	48712,439	49703,08	50224,306	50325,591	57644,183	60731,415	61247,967	61411,97	61802,694	64807,731	65904,721	65933,548	65933,548	65933,548	66188,707	66203,51
Namibia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Namibia	rep_rate	1,236	1,288	0,860	0,750	0,808	0,693	0,931	1,376	0,749	0,698	0,818	1,139	0,901	0,564	0,151	0,015	0,037	0,261	0,092
Namibia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Namibia	vacc_hundred	NA	NA	1,92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepal	deaths_million	241,787	298,289	322,677	351,91	364,513	373,417	377,313	379,539	384,417	390,735	391,226	391,226	391,258	391,258	391,749	392,862	393,419	393,452	393,452
Nepal	cases_million	18374,676	20911,8	22764,123	24965,868	26026,967	26600,138	26888,082	27119,361	31227,116	31982,364	32029,569	32042,139	32052,942	32071,078	32297,02	32648,93	32727,365	32754,012	32764,913
Nepal	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepal	rep_rate	1,169	0,720	1,037	0,959	0,854	0,862	0,863	0,984	1,759	0,367	0,463	0,825	0,945	1,290	1,615	0,891	0,641	0,881	0,669
Nepal	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nepal	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Netherlands	deaths_million	1004,952	1012,183	1016,908	1028,295	1038,259	1052,493	1109,598	1195,569	1215,895	1232,007	1256,717	1271,634	1275,79	1278,978	1285,526	1291,675	1294,521	1303,745	1309,438
Netherlands	cases_million	94180,831	96130,783	106500,96	110885,834	114384,179	122081,391	151803,46	179543,863	258914,929	362740,819	448018,221	458822,297	460954,952	466559,592	474944,973	478081,043	480619,015	485231,912	486951,108
Netherlands	icu_million	47,256	NA	10,305	13,095	12,526	12,526	33,876	36,552	27,044	13,038	9,679	NA	NA	NA	NA	NA	NA	NA	NA
Netherlands	rep_rate	0,815	0,689	1,455	0,877	0,919	1,297	1,277	0,926	1,349	0,939	0,949	0,454	0,821	1,400	1,017	0,798	1,325	1,318	0,894
Netherlands	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Netherlands	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
New Caledonia	deaths_million	NA	NA	NA	NA	NA	913,922	951,859	969,103	976	1031,18	1072,565	1076,014	1079,463	1079,463	1082,912	1082,912	1082,912	1082,912	1082,912
New Caledonia	cases_million	441,442	444,89	462,134	469,032	25617,415	37826,037	41933,515	44233,84	70651,368	186843,657	208274,273	209177,849	214488,945	221883,094	240709,893	255560,269	256201,739	256608,693	262750,941
New Caledonia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
New Caledonia	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
New Caledonia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
New Caledonia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
New Zealand	deaths_million	5,4	5,4	5,4	5,593	5,593	5,978	7,907	9,257	10,028	16,2	70,391	122,655	171,639	213,296	289,666	367,964	391,492	406,149	426,591
New Zealand	cases_million	515,497	528,804	554,067	688,293	827,533	1271,675	2260,819	2722,703	3205,222	22913,284	129736,067	180646,633	225797,251	259544,068	312800,887	336165,062	343193,214	357120,693	375148,425
New Zealand	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
New Zealand	rep_rate	0,959	0,781	0,906	1,615	1,002	1,328	1,098	0,838	1,196	2,081	1,277	0,889	0,965	1,002	1,087	0,779	0,328	0,005	-0,010
New Zealand	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
New Zealand	vacc_hundred	4,43	8,8	14,38	23,47	37,24	61,07	69,89	74,37	75,72	76,44	78,23	78,94	79,13	79,33	79,57	79,65	79,7	79,74	79,78
Nicaragua	deaths_million	26,769	27,488	28,064	28,64	29,359	29,935	30,511	31,23	31,662	32,238	33,101	33,677	34,253	34,828	35,116	35,116	35,26	35,26	35,26
Nicaragua	cases_million	839,474	950,435	1092,626	1276,122	1622,389	1851,651	1918,429	1951,962	1968,944	2008,809	2053,568	2071,701	2087,964	2114,157	2130,996	2148,842	2168,846	2182,662	2194,751
Nicaragua	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nicaragua	rep_rate	1,340	1,331	1,321	1,317	1,310	1,291	1,035	1,195	0,937	1,253	1,326	1,200	0,831	0,463	0,942	0,452	0,154	0,075	0,037
Nicaragua	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nicaragua	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niger	deaths_million	7,326	7,364	7,44	7,593	7,669	8,127	9,882	10,493	11,371	11,714	11,752	11,79	11,828	11,828	11,867	11,905	11,943	11,981	11,981
Niger	cases_million	206,426	209,44	214,553	223,176	229,243	242,903	267,361	282,548	330,128	334,02	335,814	341,156	344,59	344,59	347,375	356,037	358,86	359,623	359,967
Niger	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niger	rep_rate	0,968	1,021	1,163	1,143	1,065	1,216	1,112	1,045	0,883	0,669	0,771	0,674	0,350	0,087	0,296	1,011	0,562	0,256	0,121
Niger	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niger	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nigeria	deaths_million	9,605	9,701	9,833	11,298	12,451	13,252	13,622	13,865	14,35	14,377	14,377	14,382	14,382	14,405	14,4	14,405	14,437	14,437	14,437
Nigeria	cases_million	761,952	766,986	795,768	880,525	941,603	969,89	980,218	1105,114	1158,505	1164,815	1168,727	1170,104	1171,532	1177,307	1194,177	1205,841	1214,334	1217,793	1218,457
Nigeria	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nigeria	rep_rate	0,969	1,103	1,325	1,172	0,954	0,913	0,992	1,207	0,815	0,770	0,949	1,023	1,231	1,263	1,146	1,078	1,009	0,934	0,672
Nigeria	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nigeria	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
North America	deaths_million	1456,249	1496,989	1533,578	1623,434	1765,951	1874,481	1946,906	2036,14	2162,235	2293,513	2360,179	2387,907	2411,861	2433,396	2460,713	2494,349	2520,885	2541,94	2561,547
North America	cases_million	65039,676	66332,477	69808,858	78816,129	87270,012	92233,623	96933,909	108460,798	146721,301	155270,153	157826,146	160645,26	166001,584	172459,342	180531,425	186869,187	190326,248	192465,482	194879,152
North America	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
North America	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
North America	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
North America	vacc_hundred	27,48	33,72	38,44	43,04	47,97	52,69	55,54	58,72	60,69	61,86	62,46	63	63,28	63,66	63,9	64,14	64,4	65,01	65,2
North Macedonia	deaths_million	2585,491	2619,404	2623,703	2836,255	3184,935	3406,563	3621,025	3802,053	4016,515	4303,58	4404,363	4432,544	4443,529	4454,038	4475,532	4532,371	4554,343	4568,195	4570,105
North Macedonia	cases_million	74164,862	74361,652	74694,092	84301,44	91425,034	96747,908	102973,052	107493,483	128439,162	141985,646	146149,275	147864,976	148994,605	149989,062	156194,145	162562,106	163813,535	164379,544	164648,936
North Macedonia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
North Macedonia	rep_rate	0,513	0,635	1,408	1,739	0,860	1,001	1,003	1,001	1,367	0,789	0,785	0,787	1,006	1,124	1,503	0,857	0,721	0,871	0,089
North Macedonia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
North Macedonia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Northern Ireland	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Northern Ireland	cases_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Northern Ireland	icu_million	3,165	1,055	13,186	19,515	20,042	14,768	17,932	17,932	13,713	6,857	2,637	2,11	NA	NA	NA	NA	NA	NA	NA
Northern Ireland	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Northern Ireland	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Northern Ireland	vacc_hundred	35,18	NA	55,06	61,37	63,75	65,62	NA	NA	NA	69,8	NA	NA	NA	71,18	NA	NA	71,55	NA	NA
Norway	deaths_million	144,084	146,108	147,028	149,789	158,437	165,614	193,952	240,14	264,982	294,057	463,351	539,534	577,993	614,06	666,688	732,382	754,096	774,337	806,724
Norway	cases_million	23023,287	24164,183	25325,505	29474,503	34858,245	38142,739	49287,271	72549,778	143725,144	228576,728	258718,472	262408,535	263812,206	266320,153	267889,07	268686,041	269105,78	269572,812	270330,036
Norway	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Norway	rep_rate	0,951	0,860	1,091	1,326	0,906	1,072	1,282	1,124	1,347	0,949	0,638	0,623	0,878	1,204	0,815	0,858	0,913	1,097	1,103
Norway	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Norway	vacc_hundred	19,21	29,01	33,8	57,29	67,63	69,16	70,77	72,31	73,57	74,05	74,18	74,25	74,37	74,5	74,54	NA	NA	NA	NA
Oceania	deaths_million	27,843	28,464	34,17	48,247	65,299	82,751	93,564	100,225	138,125	173,805	199,184	234,664	269,767	305,536	357,536	414,153	445,038	457,139	470,039
Oceania	cases_million	1523,706	1654,704	2340,756	3641,766	5124,819	7049,224	8200,274	13073,599	62009,252	79809,902	122527,546	159568,337	195267,243	218404,129	253131,54	269900,792	275222,908	280263,199	288767,034
Oceania	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceania	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceania	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceania	vacc_hundred	1,84	5,04	11,04	20,37	31,46	46,31	52,93	55,75	57,14	58,02	60,04	60,94	61,28	61,44	61,51	61,62	61,67	61,82	61,86
Oman	deaths_million	512,423	677,403	833,424	888,054	895,046	898,324	898,761	899,417	905,972	927,387	928,698	930,446	930,883	1011,297	1011,297	1011,297	1011,297	1011,297	1011,297
Oman	cases_million	47467,168	58681,686	64649,826	66057,732	66378,734	66492,8	66550,27	66754,583	74051,089	83526,867	84859,603	85030,702	85106,527	85275,004	86475,318	86936,171	87062,474	87139,174	87214,343
Oman	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oman	rep_rate	1,078	1,223	0,663	0,674	0,752	0,895	1,010	1,629	1,897	0,985	0,552	0,593	0,340	0,032	0,119	0,502	0,074	0,167	0,052
Oman	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oman	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pakistan	deaths_million	88,413	94,651	99,319	109,781	117,82	120,666	121,857	122,689	124,249	128,044	128,735	128,778	128,82	128,888	129,278	129,677	129,825	129,868	129,893
Pakistan	cases_million	3913,175	4064,067	4388,159	4934,543	5285,863	5400,448	5450,036	5495,32	6065,374	6403,994	6466,549	6479,198	6489,786	6515,339	6592,142	6653,565	6668,5	6674,843	6679,639
Pakistan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pakistan	rep_rate	0,863	0,844	1,231	1,046	0,850	0,761	0,869	1,098	1,533	0,732	0,637	0,560	0,659	1,394	1,192	0,897	0,762	0,287	0,729
Pakistan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pakistan	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Palestine	deaths_million	666,086	678,657	686,276	700,942	780,56	888,178	913,511	936,939	971,034	1047,794	1077,127	1077,508	1078,08	1078,08	1081,508	1086,46	1087,032	1087,222	1087,222
Palestine	cases_million	58732,483	59840,467	60330,174	65195,628	76897,173	86283,894	87627,874	89474,514	99944,458	123035,743	124902,954	125152,474	125275,329	125684,466	129921,167	133775,587	133858,634	133909,681	133909,681
Palestine	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Palestine	rep_rate	0,749	0,863	1,007	1,620	1,047	0,539	0,868	1,245	1,813	1,095	0,510	0,768	0,483	0,164	0,218	0,349	0,204	0,209	0,038
Palestine	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Palestine	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Panama	deaths_million	1445,136	1484,604	1547,663	1601,649	1639,529	1659,264	1670,605	1684,896	1750,223	1833,469	1853,204	1856,379	1872,484	1897,209	1908,097	1921,253	1927,377	1930,099	1933,955
Panama	cases_million	85763,858	91589,087	98819,757	103771,916	105955,384	107214,519	108366,364	112489,685	158128,85	171369,842	173419,934	176115,585	194681,192	208993,277	215142,42	221881,095	223851,116	224655,683	227320,485
Panama	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Panama	rep_rate	1,100	1,118	1,007	0,902	0,852	0,935	1,116	1,451	1,418	0,715	0,792	1,202	1,295	0,937	0,749	0,755	0,922	0,760	0,433
Panama	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Panama	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Papua New Guinea	deaths_million	15,972	17,057	18,93	18,93	22,578	36,48	53,832	58,17	58,861	62,903	63,1	64,086	64,185	65,269	65,368	65,466	65,861	65,861	65,861
Papua New Guinea	cases_million	1568,627	1685,757	1746,786	1758,716	1993,665	2929,715	3468,431	3564,955	3634,759	4070,938	4259,548	4320,085	4385,551	4408,819	4415,425	4424,89	4436,425	4482,567	4549,71
Papua New Guinea	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Papua New Guinea	rep_rate	0,992	0,674	0,547	0,583	0,793	1,084	0,876	0,788	1,023	0,993	0,500	0,559	0,678	0,706	0,733	0,709	0,914	1,073	0,866
Papua New Guinea	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Papua New Guinea	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paraguay	deaths_million	1354,718	1901,708	2209,344	2325,261	2388,823	2395,902	2429,232	2451,648	2554,439	2707,52	2752,5	2782,88	2786,419	2796,595	2834,497	2872,546	2889,211	2890,685	2893,635
Paraguay	cases_million	52410,76	62424,114	66716,563	67622,068	67834,287	67987,515	68290,136	68738,907	86076,382	94579,725	95557,347	95779,299	95957,155	96675,513	104281,904	105469,532	105673,197	105881,433	105912,256
Paraguay	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paraguay	rep_rate	1,017	0,904	0,774	0,693	0,764	0,896	1,053	1,145	1,122	0,749	0,524	0,374	0,306	0,198	0,295	0,563	0,577	0,531	0,414
Paraguay	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paraguay	vacc_hundred	1,33	2,46	5	26,15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peru	deaths_million	5397,51	5648,556	5766,678	5822,772	5855,196	5881,011	5908,324	5952,789	6045,125	6187,211	6232,733	6250,413	6261,309	6270,531	6293,85	6336,699	6360,576	6373,41	6385,217
Peru	cases_million	57430,034	60266,955	62009,355	63131,19	63886,382	64664,395	65679,238	67455,471	95141,768	103298,166	104175,269	104707,669	105168,967	106515,298	114828,702	120526,392	121717,067	122084,414	124887,943
Peru	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peru	rep_rate	0,965	0,952	0,913	0,926	0,977	1,032	1,128	1,279	1,401	0,689	0,632	0,949	1,072	1,299	1,294	0,868	0,748	0,982	1,441
Peru	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peru	vacc_hundred	4,02	9,55	15,98	25,15	33,53	46,77	56,08	64,87	68,9	72,95	77,25	79,66	80,68	81,42	82,11	82,67	82,99	83,12	83,31
Philippines	deaths_million	181,431	213,415	241,34	289,445	331,38	373,593	420,088	445,694	467,32	488,504	512,716	522,166	523,179	524,018	525,506	534,913	544,717	554,47	559,377
Philippines	cases_million	10646,517	12223,703	13750,248	17219,402	22066,354	24119,937	24513,312	24610,621	30808,52	31689,412	31830,015	31894,035	31936,766	32056,411	32681,373	33577,902	34164,71	34652,989	34928,277
Philippines	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippines	rep_rate	0,926	0,989	1,025	1,215	1,016	0,727	0,625	1,066	1,895	0,442	0,684	0,849	1,015	1,347	1,336	0,976	0,961	0,890	0,959
Philippines	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philippines	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poland	deaths_million	1850,233	1882,247	1888,269	1890,376	1898,029	1931,874	2097,064	2435,047	2639,276	2792,9	2889,645	2911,874	2918,373	2921,032	2924,695	2937,817	2949,76	2963,685	2968,577
Poland	cases_million	72064,446	72255,855	72331,801	72475,589	72937,263	75902,252	88818,732	103073,492	122591,674	142184,146	149607,584	150450,168	150727,91	150913,773	152285,497	154975,605	157902,884	159079,01	159388,114
Poland	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poland	rep_rate	0,565	0,516	0,954	1,165	1,315	1,482	1,306	0,896	1,264	0,812	0,774	0,568	0,740	1,092	1,537	1,083	1,063	0,703	0,831
Poland	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poland	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56,57	NA	NA	NA
Portugal	deaths_million	1657,603	1664,515	1690,317	1727,509	1750,097	1767,817	1795,468	1845,513	1938,008	2050,754	2112,287	2169,244	2250,542	2351,216	2394,347	2419,954	2437,09	2456,27	2477,885
Portugal	cases_million	82670,122	85636,184	94308,683	101055,54	104108,06	106188,899	111699,442	135299,907	261824,987	329242,438	364031,843	392146,829	455952,02	503486,321	519977,252	527720,326	534866,759	537514,153	539610,765
Portugal	icu_million	8,763	11,684	20,251	19,862	13,631	6,718	11,294	15,383	16,941	17,525	NA	NA	NA	NA	NA	NA	NA	NA	NA
Portugal	rep_rate	1,040	1,247	1,144	0,936	0,811	1,021	1,271	1,376	1,291	0,804	0,908	1,020	1,184	0,968	0,863	0,960	0,994	0,561	0,737
Portugal	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Portugal	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar	deaths_million	206,298	218,913	222,995	223,366	224,85	226,334	226,705	229,302	239,32	248,596	251,194	251,194	251,194	251,936	252,678	252,678	253,049	253,791	254,162
Qatar	cases_million	80685,503	82397,108	83943,601	86357,212	87803,895	88770,082	90328,448	92955,778	125836,926	132454,415	134099,233	135281,736	136834,907	141972,691	151627,509	159322,868	167401,139	174116,583	177671,512
Qatar	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar	rep_rate	0,776	0,836	1,036	1,069	0,843	0,992	1,099	1,229	1,444	0,594	0,751	0,889	1,185	1,298	1,111	0,896	1,082	0,892	0,903
Qatar	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Qatar	vacc_hundred	NA	53,07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Romania	deaths_million	1541,868	1718,579	1743,758	1758,458	1884,149	2428,93	2875,437	2988,514	3053,267	3225,654	3307,091	3331,049	3341,121	3343,919	3357,144	3393,259	3409,13	3417,523	3422,101
Romania	cases_million	54820,805	54976,202	55098,129	55890,427	62752,483	83829,715	90525,589	92012,114	112747,065	139043,006	145151,371	147201,6	147980,825	148503,022	155837,272	163757,556	166260,599	167184,997	167698,699
Romania	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Romania	rep_rate	0,621	0,594	1,163	1,449	1,535	1,129	0,620	0,833	1,755	0,828	0,737	0,728	0,798	0,362	0,888	0,844	0,791	0,783	0,623
